,regionId,cryptoCurrencyId,providerName,fiatCurrencyId,amountIn,amountOut,exchangeRate,networkFee,providerFee,extraFee,chainName,paymentMethod,symbol,spread,bestRate
57,de,0x0000000000000000000000000000000000000000,mercuryo,eur,19011,8.254619917603819,2275.5657059316995,0.05,227.02,0,Ethereum Mainnet,debit-credit-card,ETH,-3.126388037344441e-13,False
58,de,0x0000000000000000000000000000000000000000,mercuryo,eur,21009,8.796975819589072,2275.5649680682077,0.05,990.86,0,Ethereum Mainnet,debit-credit-card,ETH,-1.1368683772161603e-13,False
59,de,0x0000000000000000000000000000000000000000,mercuryo,eur,21009,8.960360637453297,2276.3670822290956,0.04,611.89,0,Ethereum Mainnet,sepa-bank-transfer,ETH,3.410605131648481e-13,False
60,de,0x0000000000000000000000000000000000000000,mercuryo,eur,21009,9.122157887966475,2275.565743866709,0.05,250.88,0,Ethereum Mainnet,debit-credit-card,ETH,2.8421709430404007e-13,False
61,de,0x0000000000000000000000000000000000000000,mercuryo,eur,23007,9.633585222396173,2275.5650667869786,0.05,1085.1,0,Ethereum Mainnet,debit-credit-card,ETH,1.5916157281026244e-12,False
62,de,0x0000000000000000000000000000000000000000,mercuryo,eur,23007,9.812500968543635,2276.3697116164694,0.04,670.08,0,Ethereum Mainnet,sepa-bank-transfer,ETH,-1.0231815394945443e-12,False
63,de,0x0000000000000000000000000000000000000000,mercuryo,eur,23007,9.98969585832913,2275.5657752129177,0.05,274.74,0,Ethereum Mainnet,debit-credit-card,ETH,8.526512829121202e-13,False
64,de,0x0000000000000000000000000000000000000000,mercuryo,eur,25005,10.47019901971415,2275.5651497301214,0.05,1179.33,0,Ethereum Mainnet,debit-credit-card,ETH,1.1368683772161603e-12,False
65,de,0x0000000000000000000000000000000000000000,mercuryo,eur,25005,10.66156703630319,2277.0273748067843,0.04,728.28,0,Ethereum Mainnet,sepa-bank-transfer,ETH,-2.2737367544323206e-13,False
66,de,0x0000000000000000000000000000000000000000,mercuryo,eur,25005,10.857233828691784,2275.5658015497424,0.05,298.6,0,Ethereum Mainnet,debit-credit-card,ETH,1.4210854715202004e-12,False
67,de,0x0000000000000000000000000000000000000000,mercuryo,eur,27003,11.30680842252125,2275.5652203986606,0.05,1273.57,0,Ethereum Mainnet,debit-credit-card,ETH,-9.094947017729282e-13,False
68,de,0x0000000000000000000000000000000000000000,mercuryo,eur,27003,11.513471243702154,2277.027444207182,0.04,786.47,0,Ethereum Mainnet,sepa-bank-transfer,ETH,2.0463630789890885e-12,False
69,de,0x0000000000000000000000000000000000000000,mercuryo,eur,27003,11.724771799054441,2275.5658239891445,0.05,322.46,0,Ethereum Mainnet,debit-credit-card,ETH,-1.5916157281026244e-12,True
70,de,0x0000000000000000000000000000000000000000,mercuryo,eur,29001,12.14341782532835,2275.5652813299143,0.05,1367.81,0,Ethereum Mainnet,debit-credit-card,ETH,-2.9558577807620168e-12,False
71,de,0x0000000000000000000000000000000000000000,mercuryo,eur,29001,12.36537545110112,2277.027504044992,0.04,844.66,0,Ethereum Mainnet,sepa-bank-transfer,ETH,7.958078640513122e-13,False
72,de,0x0000000000000000000000000000000000000000,mercuryo,eur,29001,12.592309769417096,2275.565843336654,0.05,346.32,0,Ethereum Mainnet,debit-credit-card,ETH,2.6147972675971687e-12,True
73,de,0x0000000000000000000000000000000000000000,moonpay,eur,1029,0.437,2269.4965675057206,0.04,37.19,0,Ethereum Mainnet,paypal,ETH,1.3500311979441904e-13,True
74,de,0x0000000000000000000000000000000000000000,moonpay,eur,1029,0.4388,2265.6563354603463,0.04,34.79,0,Ethereum Mainnet,debit-credit-card,ETH,-7.105427357601002e-14,False
75,de,0x0000000000000000000000000000000000000000,moonpay,eur,1029,0.4464,2266.4874551971325,0.04,17.2,0,Ethereum Mainnet,sepa-bank-transfer,ETH,1.0658141036401503e-14,False
76,de,0x0000000000000000000000000000000000000000,moonpay,eur,3027,1.2855,2269.5838195254764,0.04,109.41,0,Ethereum Mainnet,paypal,ETH,-1.8474111129762605e-13,True
77,de,0x0000000000000000000000000000000000000000,moonpay,eur,3027,1.2908,2265.718933994422,0.04,102.37,0,Ethereum Mainnet,debit-credit-card,ETH,2.984279490192421e-13,False
78,de,0x0000000000000000000000000000000000000000,moonpay,eur,3027,1.3133,2266.3290946470725,0.04,50.59,0,Ethereum Mainnet,sepa-bank-transfer,ETH,1.0658141036401503e-13,False
79,de,0x0000000000000000000000000000000000000000,moonpay,eur,5025,2.134,2269.606373008435,0.04,181.62,0,Ethereum Mainnet,paypal,ETH,-1.4210854715202004e-13,True
80,de,0x0000000000000000000000000000000000000000,moonpay,eur,5025,2.1427,2265.8468287674427,0.04,169.93,0,Ethereum Mainnet,debit-credit-card,ETH,2.5579538487363607e-13,False
81,de,0x0000000000000000000000000000000000000000,moonpay,eur,5025,2.1795,2267.0153704978206,0.04,84.0,0,Ethereum Mainnet,sepa-bank-transfer,ETH,-4.263256414560601e-14,False
82,de,0x0000000000000000000000000000000000000000,moonpay,eur,7023,2.9826,2269.5366458794338,0.04,253.84,0,Ethereum Mainnet,paypal,ETH,1.1368683772161603e-13,True
83,de,0x0000000000000000000000000000000000000000,moonpay,eur,7023,2.9947,2265.8262931178415,0.04,237.49,0,Ethereum Mainnet,debit-credit-card,ETH,6.536993168992922e-13,False
84,de,0x0000000000000000000000000000000000000000,moonpay,eur,7023,3.046,2267.0912672357194,0.04,117.4,0,Ethereum Mainnet,sepa-bank-transfer,ETH,-1.3216094885137863e-12,False
85,de,0x0000000000000000000000000000000000000000,moonpay,eur,9021,3.8311,2269.5570462791366,0.04,326.06,0,Ethereum Mainnet,paypal,ETH,3.410605131648481e-13,True
86,de,0x0000000000000000000000000000000000000000,moonpay,eur,9021,3.8463,2266.047890180173,0.04,305.06,0,Ethereum Mainnet,debit-credit-card,ETH,3.410605131648481e-13,False
87,de,0x0000000000000000000000000000000000000000,moonpay,eur,9021,3.9126,2267.078157746767,0.04,150.79,0,Ethereum Mainnet,sepa-bank-transfer,ETH,-5.684341886080802e-14,False
88,de,0x0000000000000000000000000000000000000000,moonpay,eur,11019,4.6796,2269.5700487221134,0.04,398.28,0,Ethereum Mainnet,paypal,ETH,-2.8421709430404007e-13,True
89,de,0x0000000000000000000000000000000000000000,moonpay,eur,11019,4.6981,2266.094804282582,0.04,372.62,0,Ethereum Mainnet,debit-credit-card,ETH,-1.7053025658242404e-13,False
90,de,0x0000000000000000000000000000000000000000,moonpay,eur,11019,4.7792,2267.0677100770004,0.04,184.19,0,Ethereum Mainnet,sepa-bank-transfer,ETH,-4.263256414560601e-13,False
91,de,0x0000000000000000000000000000000000000000,moonpay,eur,13017,5.5281,2269.580868652882,0.04,470.49,0,Ethereum Mainnet,paypal,ETH,2.4442670110147446e-12,True
92,de,0x0000000000000000000000000000000000000000,moonpay,eur,13017,5.55,2266.084684684685,0.04,440.19,0,Ethereum Mainnet,debit-credit-card,ETH,-4.547473508864641e-13,False
93,de,0x0000000000000000000000000000000000000000,moonpay,eur,13017,5.6454,2267.221100364899,0.04,217.59,0,Ethereum Mainnet,sepa-bank-transfer,ETH,-2.6147972675971687e-12,False
94,de,0x0000000000000000000000000000000000000000,moonpay,eur,15015,6.3767,2269.551648972039,0.04,542.71,0,Ethereum Mainnet,paypal,ETH,0.0,True
95,de,0x0000000000000000000000000000000000000000,moonpay,eur,15015,6.4019,2266.0788203502084,0.04,507.75,0,Ethereum Mainnet,debit-credit-card,ETH,8.526512829121202e-13,False
96,de,0x0000000000000000000000000000000000000000,moonpay,eur,15015,6.5119,2267.2292264930356,0.04,250.99,0,Ethereum Mainnet,sepa-bank-transfer,ETH,2.4726887204451486e-12,False
97,de,0x0000000000000000000000000000000000000000,moonpay,eur,17013,7.2252,2269.5607042019597,0.04,614.93,0,Ethereum Mainnet,paypal,ETH,1.2505552149377763e-12,True
98,de,0x0000000000000000000000000000000000000000,moonpay,eur,17013,7.2538,2266.072954865036,0.04,575.32,0,Ethereum Mainnet,debit-credit-card,ETH,5.684341886080801e-13,False
99,de,0x0000000000000000000000000000000000000000,moonpay,eur,17013,7.3784,2267.235443998699,0.04,284.39,0,Ethereum Mainnet,sepa-bank-transfer,ETH,2.8421709430404007e-13,False
100,de,0x0000000000000000000000000000000000000000,moonpay,eur,19011,8.0737,2269.5678561254445,0.04,687.15,0,Ethereum Mainnet,paypal,ETH,-1.2505552149377763e-12,True
101,de,0x0000000000000000000000000000000000000000,moonpay,eur,19011,8.1089,2265.1753012122485,0.04,642.88,0,Ethereum Mainnet,debit-credit-card,ETH,-1.7053025658242404e-12,False
102,de,0x0000000000000000000000000000000000000000,moonpay,eur,19011,8.2449,2267.241567514464,0.04,317.78,0,Ethereum Mainnet,sepa-bank-transfer,ETH,-3.922195901395753e-12,False
103,de,0x0000000000000000000000000000000000000000,moonpay,eur,21009,8.9222,2269.5747685548404,0.04,759.36,0,Ethereum Mainnet,paypal,ETH,1.4779288903810084e-12,True
104,de,0x0000000000000000000000000000000000000000,moonpay,eur,21009,8.9611,2265.180613987122,0.04,710.45,0,Ethereum Mainnet,debit-credit-card,ETH,1.5916157281026244e-12,False
105,de,0x0000000000000000000000000000000000000000,moonpay,eur,21009,9.1114,2267.245428803477,0.04,351.18,0,Ethereum Mainnet,sepa-bank-transfer,ETH,1.1368683772161603e-12,False
106,de,0x0000000000000000000000000000000000000000,moonpay,eur,23007,9.7707,2269.5804804159375,0.04,831.57,0,Ethereum Mainnet,paypal,ETH,5.684341886080801e-13,True
107,de,0x0000000000000000000000000000000000000000,moonpay,eur,23007,9.8133,2265.1860230503503,0.04,778.01,0,Ethereum Mainnet,debit-credit-card,ETH,-6.821210263296962e-13,False
108,de,0x0000000000000000000000000000000000000000,moonpay,eur,23007,9.9756,2267.7713621235816,0.04,384.58,0,Ethereum Mainnet,sepa-bank-transfer,ETH,-1.0231815394945443e-12,False
109,de,0x0000000000000000000000000000000000000000,moonpay,eur,25005,10.6193,2269.562965543868,0.04,903.79,0,Ethereum Mainnet,paypal,ETH,1.8189894035458565e-12,True
110,de,0x0000000000000000000000000000000000000000,moonpay,eur,25005,10.6656,2265.1693294329434,0.04,845.57,0,Ethereum Mainnet,debit-credit-card,ETH,5.684341886080801e-13,False
111,de,0x0000000000000000000000000000000000000000,moonpay,eur,25005,10.8419,2267.7740986358476,0.04,417.98,0,Ethereum Mainnet,sepa-bank-transfer,ETH,3.979039320256561e-13,False
112,de,0x0000000000000000000000000000000000000000,moonpay,eur,27003,11.4678,2269.567833411814,0.04,976.01,0,Ethereum Mainnet,paypal,ETH,-6.821210263296962e-13,True
113,de,0x0000000000000000000000000000000000000000,moonpay,eur,27003,11.5178,2265.1730365173908,0.04,913.15,0,Ethereum Mainnet,debit-credit-card,ETH,-1.2505552149377763e-12,False
114,de,0x0000000000000000000000000000000000000000,moonpay,eur,27003,11.7082,2267.776430194223,0.04,451.38,0,Ethereum Mainnet,sepa-bank-transfer,ETH,-1.7621459846850485e-12,False
115,de,0x0000000000000000000000000000000000000000,moonpay,eur,29001,12.3163,2269.572030561126,0.04,1048.23,0,Ethereum Mainnet,paypal,ETH,4.547473508864641e-13,True
116,de,0x0000000000000000000000000000000000000000,moonpay,eur,29001,12.37,2265.1778496362167,0.04,980.71,0,Ethereum Mainnet,debit-credit-card,ETH,0.0,False
117,de,0x0000000000000000000000000000000000000000,moonpay,eur,29001,12.5745,2267.7792357549006,0.04,484.77,0,Ethereum Mainnet,sepa-bank-transfer,ETH,1.3073986337985843e-12,False
118,de,0x0000000000000000000000000000000000000000,onramp-money,eur,1029,0.43774887,2299.2463235827427,2.98902,19.5185,0,Ethereum Mainnet,sepa-bank-transfer,ETH,0.0,False
119,de,0x0000000000000000000000000000000000000000,onramp-money,eur,3027,1.29023823,2299.2463027544923,2.98902,57.4355,0,Ethereum Mainnet,sepa-bank-transfer,ETH,2.842170943040401e-14,False
120,de,0x0000000000000000000000000000000000000000,onramp-money,eur,5025,2.14047982,2301.663997934818,2.99216,95.3425,0,Ethereum Mainnet,sepa-bank-transfer,ETH,4.405364961712621e-13,False
121,de,0x0000000000000000000000000000000000000000,onramp-money,eur,7023,2.99207372,2301.663991086423,2.99216,133.2595,0,Ethereum Mainnet,sepa-bank-transfer,ETH,-1.1368683772161603e-13,False
122,de,0x0000000000000000000000000000000000000000,onramp-money,eur,9021,3.84367195,2301.663996065013,2.99216,171.1665,0,Ethereum Mainnet,sepa-bank-transfer,ETH,-8.810729923425242e-13,False
123,de,0x0000000000000000000000000000000000000000,onramp-money,eur,11019,4.69526585,2301.663992039982,2.99216,209.0835,0,Ethereum Mainnet,sepa-bank-transfer,ETH,4.263256414560601e-13,False
124,de,0x0000000000000000000000000000000000000000,onramp-money,eur,13017,5.54686409,2301.6639911939865,2.99216,246.9905,0,Ethereum Mainnet,sepa-bank-transfer,ETH,1.4779288903810084e-12,False
125,de,0x0000000000000000000000000000000000000000,onramp-money,eur,15015,6.39845798,2301.6639924858896,2.99216,284.9075,0,Ethereum Mainnet,sepa-bank-transfer,ETH,-9.094947017729282e-13,False
126,de,0x0000000000000000000000000000000000000000,onramp-money,eur,17013,7.25005622,2301.66399178626,2.99216,322.8145,0,Ethereum Mainnet,sepa-bank-transfer,ETH,-1.6484591469634324e-12,False
127,de,0x0000000000000000000000000000000000000000,onramp-money,eur,19011,8.10165011,2301.663992744313,2.99216,360.7315,0,Ethereum Mainnet,sepa-bank-transfer,ETH,-3.410605131648481e-13,False
128,de,0x0000000000000000000000000000000000000000,onramp-money,eur,21009,8.95324835,2301.663992153194,2.99216,398.6385,0,Ethereum Mainnet,sepa-bank-transfer,ETH,-1.1368683772161603e-12,False
129,de,0x0000000000000000000000000000000000000000,onramp-money,eur,23007,9.80484225,2301.663990565478,2.99216,436.5555,0,Ethereum Mainnet,sepa-bank-transfer,ETH,1.7053025658242404e-13,False
130,de,0x0000000000000000000000000000000000000000,onramp-money,eur,25005,10.65644048,2301.6639924028364,2.99216,474.4625,0,Ethereum Mainnet,sepa-bank-transfer,ETH,-5.684341886080801e-13,False
131,de,0x0000000000000000000000000000000000000000,onramp-money,eur,27003,11.50803438,2301.663991031629,2.99216,512.3795,0,Ethereum Mainnet,sepa-bank-transfer,ETH,4.320099833421409e-12,False
132,de,0x0000000000000000000000000000000000000000,onramp-money,eur,29001,12.35962827,2301.6639917116213,2.99216,550.2965,0,Ethereum Mainnet,sepa-bank-transfer,ETH,-1.7053025658242404e-12,False
133,de,0x0000000000000000000000000000000000000000,ramp-network,eur,1029,0.4327655601117515,2275.365904222426,0.08,44.22,0,Ethereum Mainnet,debit-credit-card,ETH,-4.263256414560601e-14,False
134,de,0x0000000000000000000000000000000000000000,ramp-network,eur,1029,0.4435503978860596,2274.4427799141577,0.09,20.08,0,Ethereum Mainnet,sepa-bank-transfer,ETH,-1.5276668818842154e-13,False
135,de,0x0000000000000000000000000000000000000000,ramp-network,eur,3027,1.273127871178967,2275.380239156497,0.08,130.07,0,Ethereum Mainnet,debit-credit-card,ETH,8.526512829121202e-14,False
136,de,0x0000000000000000000000000000000000000000,ramp-network,eur,3027,1.304863530207008,2274.444745596631,0.09,59.07,0,Ethereum Mainnet,sepa-bank-transfer,ETH,-1.4921397450962104e-13,False
137,de,0x0000000000000000000000000000000000000000,ramp-network,eur,5025,2.1134901822461827,2275.3784429171487,0.08,215.93,0,Ethereum Mainnet,debit-credit-card,ETH,1.9895196601282805e-13,False
138,de,0x0000000000000000000000000000000000000000,ramp-network,eur,5025,2.1661766625279566,2274.4497645221095,0.09,98.05,0,Ethereum Mainnet,sepa-bank-transfer,ETH,3.268496584496461e-13,False
139,de,0x0000000000000000000000000000000000000000,ramp-network,eur,7023,2.9538524933133985,2275.381054136781,0.08,301.78,0,Ethereum Mainnet,debit-credit-card,ETH,-2.8421709430404007e-13,False
140,de,0x0000000000000000000000000000000000000000,ramp-network,eur,7023,3.027489794848905,2274.4519277045683,0.09,137.03,0,Ethereum Mainnet,sepa-bank-transfer,ETH,-1.1368683772161603e-13,False
141,de,0x0000000000000000000000000000000000000000,ramp-network,eur,9021,3.794214804380614,2275.3798730721414,0.08,387.64,0,Ethereum Mainnet,debit-credit-card,ETH,-6.252776074688882e-13,False
142,de,0x0000000000000000000000000000000000000000,ramp-network,eur,9021,3.8888029271698534,2274.4505611748828,0.09,176.02,0,Ethereum Mainnet,sepa-bank-transfer,ETH,5.684341886080801e-13,False
143,de,0x0000000000000000000000000000000000000000,ramp-network,eur,11019,4.634577115447829,2275.3812780135427,0.08,473.49,0,Ethereum Mainnet,debit-credit-card,ETH,-2.8421709430404007e-13,False
